Team_A,Team_B,Probability,Elo_A,Elo_B,Elo_Diff,Warm_A,Warm_B,Koppen_A,Koppen_B,Climate_Zone_A,Climate_Zone_B,Is_Climate_Clash,Warm_Team,Cool_Team,Climate_Score_A,Climate_Score_B,Venue_Temp_C,Climate_Diff_Score,p_adjustment,Climate_Flag_Tier
Iraq,New Zealand,0.0008,1727.0,1710.0,17.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,New Zealand,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Ivory Coast,Czech Republic,0.0008,1836.0,1837.0,-1.0,1,0,Aw,Dfb,Tropical,Continental,1,Ivory Coast,Czech Republic,1.0,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Senegal,Czech Republic,0.0008,1933.0,1837.0,96.0,1,0,BSh,Dfb,Arid,Continental,1,Senegal,Czech Republic,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Qatar,South Korea,0.0008,1552.0,1895.0,-343.0,1,0,BWh,Dwa,Arid,Continental,1,Qatar,South Korea,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Curaçao,New Zealand,0.0008,1595.0,1710.0,-115.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,New Zealand,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Mexico,Bosnia and Herzegovina,0.0008,1957.0,1653.0,304.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Bosnia and Herzegovina,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Ivory Coast,Netherlands,0.0008,1836.0,2006.0,-170.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Netherlands,1.0,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Japan,Austria,0.0008,2008.0,1929.0,79.0,1,0,Cfa,Dfb,Temperate,Continental,1,Japan,Austria,0.5,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Iran,Croatia,0.0008,1893.0,1979.0,-86.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Croatia,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
Egypt,Belgium,0.0008,1818.0,2002.0,-184.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,Belgium,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
Egypt,Germany,0.0008,1818.0,2032.0,-214.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,Germany,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
Jordan,Austria,0.0008,1766.0,1929.0,-163.0,1,0,BWh,Dfb,Arid,Continental,1,Jordan,Austria,0.9,0.2,24.2,0.605,0.0194,Tier 3 (Weak)
United States,Norway,0.0008,1832.0,1994.0,-162.0,1,0,Cfa,Dfc,Temperate,Continental,1,United States,Norway,0.5,0.2,24.2,0.2593,0.0083,Tier 3 (Weak)
Algeria,Austria,0.0008,1885.0,1929.0,-44.0,1,0,BWh,Dfb,Arid,Continental,1,Algeria,Austria,0.9,0.2,24.2,0.605,0.0194,Tier 3 (Weak)
Turkey,Croatia,0.0008,1998.0,1979.0,19.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Croatia,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Brazil,Bosnia and Herzegovina,0.0008,2081.0,1653.0,428.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Bosnia and Herzegovina,1.0,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Spain,Netherlands,0.0008,2216.0,2006.0,210.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Netherlands,0.5,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Brazil,Belgium,0.0008,2081.0,2002.0,79.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Belgium,1.0,0.5,20.3,0.0,0.0,Tier 3 (Weak)
United States,Czech Republic,0.0008,1832.0,1837.0,-5.0,1,0,Cfa,Dfb,Temperate,Continental,1,United States,Czech Republic,0.5,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Morocco,Belgium,0.0008,1988.0,2002.0,-14.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Belgium,0.5,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Morocco,Bosnia and Herzegovina,0.0008,1988.0,1653.0,335.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Bosnia and Herzegovina,0.5,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Mexico,Sweden,0.0008,1957.0,1793.0,164.0,1,0,BSh,Dfc,Arid,Continental,1,Mexico,Sweden,0.9,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Morocco,Sweden,0.0008,1988.0,1793.0,195.0,1,0,Csa,Dfc,Temperate,Continental,1,Morocco,Sweden,0.5,0.2,28.0,0.3,0.0096,Tier 3 (Weak)
Curaçao,Norway,0.0008,1595.0,1994.0,-399.0,1,0,BSh,Dfc,Arid,Continental,1,Curaçao,Norway,0.9,0.2,28.0,0.7,0.0224,Tier 3 (Weak)
Jordan,Germany,0.0008,1766.0,2032.0,-266.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Germany,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Panama,Sweden,0.0008,1831.0,1793.0,38.0,1,0,Am,Dfc,Tropical,Continental,1,Panama,Sweden,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Uruguay,Netherlands,0.0008,1986.0,2006.0,-20.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,Netherlands,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Saudi Arabia,Netherlands,0.0008,1692.0,2006.0,-314.0,1,0,BWh,Cfb,Arid,Temperate,1,Saudi Arabia,Netherlands,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Ivory Coast,Sweden,0.0008,1836.0,1793.0,43.0,1,0,Aw,Dfc,Tropical,Continental,1,Ivory Coast,Sweden,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Jordan,France,0.0008,1766.0,2160.0,-394.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,France,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Jordan,Croatia,0.0008,1766.0,1979.0,-213.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Croatia,0.9,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Colombia,Canada,0.0008,2083.0,1903.0,180.0,1,0,Af,Dfc,Tropical,Continental,1,Colombia,Canada,1.0,0.2,19.8,0.0,0.0,Tier 3 (Weak)
Tunisia,England,0.0008,1777.0,2083.0,-306.0,1,0,BWh,Cfb,Arid,Temperate,1,Tunisia,England,0.9,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Algeria,France,0.0008,1885.0,2160.0,-275.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,France,0.9,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Argentina,Czech Republic,0.0008,2190.0,1837.0,353.0,1,0,Cfa,Dfb,Temperate,Continental,1,Argentina,Czech Republic,0.5,0.2,19.8,0.0,0.0,Tier 3 (Weak)
Portugal,Switzerland,0.0008,2049.0,1990.0,59.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Switzerland,0.5,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Uzbekistan,Germany,0.0008,1823.0,2032.0,-209.0,1,0,BWk,Cfb,Arid,Temperate,1,Uzbekistan,Germany,0.4,0.5,19.8,0.0,0.0,Tier 3 (Weak)
DR Congo,France,0.0008,1774.0,2160.0,-386.0,1,0,Am,Cfb,Tropical,Temperate,1,DR Congo,France,1.0,0.5,28.5,0.5089,0.0163,Tier 3 (Weak)
Algeria,Switzerland,0.0008,1885.0,1990.0,-105.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,Switzerland,0.9,0.5,28.5,0.4071,0.013,Tier 3 (Weak)
Iran,Germany,0.0008,1893.0,2032.0,-139.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Germany,0.9,0.5,28.5,0.4071,0.013,Tier 3 (Weak)
Tunisia,France,0.0008,1777.0,2160.0,-383.0,1,0,BWh,Cfb,Arid,Temperate,1,Tunisia,France,0.9,0.5,28.5,0.4071,0.013,Tier 3 (Weak)
Brazil,Norway,0.0008,2081.0,1994.0,87.0,1,0,Am,Dfc,Tropical,Continental,1,Brazil,Norway,1.0,0.2,28.5,0.8143,0.0261,Tier 3 (Weak)
Ecuador,Switzerland,0.0008,2033.0,1990.0,43.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Switzerland,1.0,0.5,28.5,0.5089,0.0163,Tier 3 (Weak)
United States,Germany,0.0008,1832.0,2032.0,-200.0,1,0,Cfa,Cfb,Temperate,Temperate,1,United States,Germany,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Paraguay,Canada,0.0008,1937.0,1903.0,34.0,1,0,Cfa,Dfc,Temperate,Continental,1,Paraguay,Canada,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Morocco,Norway,0.0008,1988.0,1994.0,-6.0,1,0,Csa,Dfc,Temperate,Continental,1,Morocco,Norway,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Jordan,France,0.0008,1766.0,2160.0,-394.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,France,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Australia,Netherlands,0.0008,1891.0,2006.0,-115.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Netherlands,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Iran,Netherlands,0.0008,1893.0,2006.0,-113.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Netherlands,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Egypt,Norway,0.0008,1818.0,1994.0,-176.0,1,0,BWh,Dfc,Arid,Continental,1,Egypt,Norway,0.9,0.2,25.4,0.635,0.0203,Tier 3 (Weak)
Tunisia,Switzerland,0.0008,1777.0,1990.0,-213.0,1,0,BWh,Cfb,Arid,Temperate,1,Tunisia,Switzerland,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Turkey,Croatia,0.0008,1998.0,1979.0,19.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Croatia,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Mexico,Austria,0.0008,1957.0,1929.0,28.0,1,0,BSh,Dfb,Arid,Continental,1,Mexico,Austria,0.9,0.2,25.4,0.635,0.0203,Tier 3 (Weak)
Ecuador,Austria,0.0008,2033.0,1929.0,104.0,1,0,Af,Dfb,Tropical,Continental,1,Ecuador,Austria,1.0,0.2,25.4,0.7257,0.0232,Tier 3 (Weak)
Algeria,Germany,0.0008,1885.0,2032.0,-147.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,Germany,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Morocco,Canada,0.0008,1988.0,1903.0,85.0,1,0,Csa,Dfc,Temperate,Continental,1,Morocco,Canada,0.5,0.2,25.4,0.2721,0.0087,Tier 3 (Weak)
Turkey,Czech Republic,0.0008,1998.0,1837.0,161.0,1,0,Csa,Dfb,Temperate,Continental,1,Turkey,Czech Republic,0.5,0.2,28.0,0.3,0.0096,Tier 3 (Weak)
Australia,Netherlands,0.0008,1891.0,2006.0,-115.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Netherlands,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Morocco,Scotland,0.0008,1988.0,1857.0,131.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Scotland,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Jordan,France,0.0008,1766.0,2160.0,-394.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,France,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Panama,Netherlands,0.0008,1831.0,2006.0,-175.0,1,0,Am,Cfb,Tropical,Temperate,1,Panama,Netherlands,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Brazil,Sweden,0.0008,2081.0,1793.0,288.0,1,0,Am,Dfc,Tropical,Continental,1,Brazil,Sweden,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Turkey,Scotland,0.0008,1998.0,1857.0,141.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Scotland,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Ecuador,Sweden,0.0008,2033.0,1793.0,240.0,1,0,Af,Dfc,Tropical,Continental,1,Ecuador,Sweden,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Paraguay,Belgium,0.0008,1937.0,2002.0,-65.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Paraguay,Belgium,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Algeria,Germany,0.0008,1885.0,2032.0,-147.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,Germany,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Senegal,South Korea,0.0008,1933.0,1895.0,38.0,1,0,BSh,Dwa,Arid,Continental,1,Senegal,South Korea,0.9,0.2,28.0,0.7,0.0224,Tier 3 (Weak)
United States,Netherlands,0.0008,1832.0,2006.0,-174.0,1,0,Cfa,Cfb,Temperate,Temperate,1,United States,Netherlands,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Mexico,Austria,0.0008,1957.0,1929.0,28.0,1,0,BSh,Dfb,Arid,Continental,1,Mexico,Austria,0.9,0.2,28.0,0.7,0.0224,Tier 3 (Weak)
Senegal,Croatia,0.0008,1933.0,1979.0,-46.0,1,0,BSh,Cfb,Arid,Temperate,1,Senegal,Croatia,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Panama,Norway,0.0008,1831.0,1994.0,-163.0,1,0,Am,Dfc,Tropical,Continental,1,Panama,Norway,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Japan,Czech Republic,0.0008,2008.0,1837.0,171.0,1,0,Cfa,Dfb,Temperate,Continental,1,Japan,Czech Republic,0.5,0.2,28.0,0.3,0.0096,Tier 3 (Weak)
Australia,Belgium,0.0008,1891.0,2002.0,-111.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Belgium,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Ivory Coast,Canada,0.0008,1836.0,1903.0,-67.0,1,0,Aw,Dfc,Tropical,Continental,1,Ivory Coast,Canada,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Senegal,Scotland,0.0008,1933.0,1857.0,76.0,1,0,BSh,Cfb,Arid,Temperate,1,Senegal,Scotland,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Morocco,Austria,0.0008,1988.0,1929.0,59.0,1,0,Csa,Dfb,Temperate,Continental,1,Morocco,Austria,0.5,0.2,28.0,0.3,0.0096,Tier 3 (Weak)
Ivory Coast,Germany,0.0008,1836.0,2032.0,-196.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Germany,1.0,0.5,22.5,0.4018,0.0129,Tier 3 (Weak)
Paraguay,Belgium,0.0008,1937.0,2002.0,-65.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Paraguay,Belgium,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Colombia,Czech Republic,0.0008,2083.0,1837.0,246.0,1,0,Af,Dfb,Tropical,Continental,1,Colombia,Czech Republic,1.0,0.2,22.5,0.6429,0.0206,Tier 3 (Weak)
Australia,England,0.0008,1891.0,2083.0,-192.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,England,0.9,0.5,22.5,0.3214,0.0103,Tier 3 (Weak)
Turkey,Croatia,0.0008,1998.0,1979.0,19.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Croatia,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Ecuador,Scotland,0.0008,2033.0,1857.0,176.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Scotland,1.0,0.5,22.5,0.4018,0.0129,Tier 3 (Weak)
Japan,Croatia,0.0008,2008.0,1979.0,29.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,Croatia,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Senegal,Norway,0.0008,1933.0,1994.0,-61.0,1,0,BSh,Dfc,Arid,Continental,1,Senegal,Norway,0.9,0.2,22.5,0.5625,0.018,Tier 3 (Weak)
Egypt,France,0.0008,1818.0,2160.0,-342.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,France,0.9,0.5,22.5,0.3214,0.0103,Tier 3 (Weak)
Mexico,Norway,0.0008,1957.0,1994.0,-37.0,1,0,BSh,Dfc,Arid,Continental,1,Mexico,Norway,0.9,0.2,22.5,0.5625,0.018,Tier 3 (Weak)
Japan,Canada,0.0008,2008.0,1903.0,105.0,1,0,Cfa,Dfc,Temperate,Continental,1,Japan,Canada,0.5,0.2,22.5,0.2411,0.0077,Tier 3 (Weak)
Morocco,Belgium,0.0008,1988.0,2002.0,-14.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Belgium,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Curaçao,Canada,0.0007,1595.0,1903.0,-308.0,1,0,BSh,Dfc,Arid,Continental,1,Curaçao,Canada,0.9,0.2,28.3,0.7075,0.0226,Tier 3 (Weak)
Curaçao,Bosnia and Herzegovina,0.0007,1595.0,1653.0,-58.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,Bosnia and Herzegovina,0.9,0.5,28.3,0.4043,0.0129,Tier 3 (Weak)
Curaçao,Sweden,0.0007,1595.0,1793.0,-198.0,1,0,BSh,Dfc,Arid,Continental,1,Curaçao,Sweden,0.9,0.2,28.3,0.7075,0.0226,Tier 3 (Weak)
Ghana,France,0.0007,1662.0,2160.0,-498.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ghana,France,1.0,0.5,25.4,0.4536,0.0145,Tier 3 (Weak)
Ivory Coast,New Zealand,0.0007,1836.0,1710.0,126.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,New Zealand,1.0,0.5,23.0,0.4107,0.0131,Tier 3 (Weak)
Iran,Czech Republic,0.0007,1893.0,1837.0,56.0,1,0,BWh,Dfb,Arid,Continental,1,Iran,Czech Republic,0.9,0.2,23.0,0.575,0.0184,Tier 3 (Weak)
Morocco,Czech Republic,0.0007,1988.0,1837.0,151.0,1,0,Csa,Dfb,Temperate,Continental,1,Morocco,Czech Republic,0.5,0.2,23.0,0.2464,0.0079,Tier 3 (Weak)
Senegal,Sweden,0.0007,1933.0,1793.0,140.0,1,0,BSh,Dfc,Arid,Continental,1,Senegal,Sweden,0.9,0.2,23.0,0.575,0.0184,Tier 3 (Weak)
Ivory Coast,Belgium,0.0007,1836.0,2002.0,-166.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Belgium,1.0,0.5,23.0,0.4107,0.0131,Tier 3 (Weak)
Japan,England,0.0007,2008.0,2083.0,-75.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,England,0.5,0.5,15.2,0.0,0.0,Tier 3 (Weak)
United States,New Zealand,0.0007,1832.0,1710.0,122.0,1,0,Cfa,Cfb,Temperate,Temperate,1,United States,New Zealand,0.5,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Australia,New Zealand,0.0007,1891.0,1710.0,181.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,New Zealand,0.9,0.5,15.2,0.0,0.0,Tier 3 (Weak)
United States,Belgium,0.0007,1832.0,2002.0,-170.0,1,0,Cfa,Cfb,Temperate,Temperate,1,United States,Belgium,0.5,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Panama,Belgium,0.0007,1831.0,2002.0,-171.0,1,0,Am,Cfb,Tropical,Temperate,1,Panama,Belgium,1.0,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Panama,Netherlands,0.0007,1831.0,2006.0,-175.0,1,0,Am,Cfb,Tropical,Temperate,1,Panama,Netherlands,1.0,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Cape Verde,Croatia,0.0007,1660.0,1979.0,-319.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,Croatia,0.9,0.5,28.5,0.4071,0.013,Tier 3 (Weak)
Saudi Arabia,England,0.0007,1692.0,2083.0,-391.0,1,0,BWh,Cfb,Arid,Temperate,1,Saudi Arabia,England,0.9,0.5,28.5,0.4071,0.013,Tier 3 (Weak)
DR Congo,Netherlands,0.0007,1774.0,2006.0,-232.0,1,0,Am,Cfb,Tropical,Temperate,1,DR Congo,Netherlands,1.0,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Ivory Coast,Netherlands,0.0007,1836.0,2006.0,-170.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Netherlands,1.0,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Brazil,Austria,0.0007,2081.0,1929.0,152.0,1,0,Am,Dfb,Tropical,Continental,1,Brazil,Austria,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Senegal,Netherlands,0.0007,1933.0,2006.0,-73.0,1,0,BSh,Cfb,Arid,Temperate,1,Senegal,Netherlands,0.9,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Algeria,Sweden,0.0007,1885.0,1793.0,92.0,1,0,BWh,Dfc,Arid,Continental,1,Algeria,Sweden,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
DR Congo,Sweden,0.0007,1774.0,1793.0,-19.0,1,0,Am,Dfc,Tropical,Continental,1,DR Congo,Sweden,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Japan,Norway,0.0007,2008.0,1994.0,14.0,1,0,Cfa,Dfc,Temperate,Continental,1,Japan,Norway,0.5,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Jordan,Netherlands,0.0007,1766.0,2006.0,-240.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Netherlands,0.9,0.5,17.6,0.0,0.0,Tier 3 (Weak)
South Africa,Netherlands,0.0007,1673.0,2006.0,-333.0,1,0,BSh,Cfb,Arid,Temperate,1,South Africa,Netherlands,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Egypt,France,0.0007,1818.0,2160.0,-342.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,France,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Senegal,Netherlands,0.0007,1933.0,2006.0,-73.0,1,0,BSh,Cfb,Arid,Temperate,1,Senegal,Netherlands,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Ecuador,South Korea,0.0007,2033.0,1895.0,138.0,1,0,Af,Dwa,Tropical,Continental,1,Ecuador,South Korea,1.0,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Senegal,Sweden,0.0007,1933.0,1793.0,140.0,1,0,BSh,Dfc,Arid,Continental,1,Senegal,Sweden,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Mexico,Austria,0.0007,1957.0,1929.0,28.0,1,0,BSh,Dfb,Arid,Continental,1,Mexico,Austria,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Japan,Germany,0.0007,2008.0,2032.0,-24.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,Germany,0.5,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Mexico,Switzerland,0.0007,1957.0,1990.0,-33.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Switzerland,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Ecuador,Czech Republic,0.0007,2033.0,1837.0,196.0,1,0,Af,Dfb,Tropical,Continental,1,Ecuador,Czech Republic,1.0,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Qatar,Czech Republic,0.0007,1552.0,1837.0,-285.0,1,0,BWh,Dfb,Arid,Continental,1,Qatar,Czech Republic,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
South Africa,Canada,0.0007,1673.0,1903.0,-230.0,1,0,BSh,Dfc,Arid,Continental,1,South Africa,Canada,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Saudi Arabia,Canada,0.0007,1692.0,1903.0,-211.0,1,0,BWh,Dfc,Arid,Continental,1,Saudi Arabia,Canada,0.9,0.2,24.2,0.605,0.0194,Tier 3 (Weak)
Jordan,Belgium,0.0007,1766.0,2002.0,-236.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Belgium,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
Iran,France,0.0007,1893.0,2160.0,-267.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,France,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
Turkey,Netherlands,0.0007,1998.0,2006.0,-8.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Netherlands,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Iran,New Zealand,0.0007,1893.0,1710.0,183.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,New Zealand,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
Paraguay,Croatia,0.0007,1937.0,1979.0,-42.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Paraguay,Croatia,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Jordan,Canada,0.0007,1766.0,1903.0,-137.0,1,0,BWh,Dfc,Arid,Continental,1,Jordan,Canada,0.9,0.2,24.2,0.605,0.0194,Tier 3 (Weak)
Turkey,England,0.0007,1998.0,2083.0,-85.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,England,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Egypt,Austria,0.0007,1818.0,1929.0,-111.0,1,0,BWh,Dfb,Arid,Continental,1,Egypt,Austria,0.9,0.2,24.2,0.605,0.0194,Tier 3 (Weak)
Egypt,Norway,0.0007,1818.0,1994.0,-176.0,1,0,BWh,Dfc,Arid,Continental,1,Egypt,Norway,0.9,0.2,24.2,0.605,0.0194,Tier 3 (Weak)
Turkey,New Zealand,0.0007,1998.0,1710.0,288.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,New Zealand,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
United States,France,0.0007,1832.0,2160.0,-328.0,1,0,Cfa,Cfb,Temperate,Temperate,1,United States,France,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Australia,Austria,0.0007,1891.0,1929.0,-38.0,1,0,BWh,Dfb,Arid,Continental,1,Australia,Austria,0.9,0.2,24.2,0.605,0.0194,Tier 3 (Weak)
Uruguay,Canada,0.0007,1986.0,1903.0,83.0,1,0,Cfa,Dfc,Temperate,Continental,1,Uruguay,Canada,0.5,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Japan,Belgium,0.0007,2008.0,2002.0,6.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,Belgium,0.5,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Iran,Czech Republic,0.0007,1893.0,1837.0,56.0,1,0,BWh,Dfb,Arid,Continental,1,Iran,Czech Republic,0.9,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Mexico,Belgium,0.0007,1957.0,2002.0,-45.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Belgium,0.9,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Qatar,Norway,0.0007,1552.0,1994.0,-442.0,1,0,BWh,Dfc,Arid,Continental,1,Qatar,Norway,0.9,0.2,20.3,0.0,0.0,Tier 3 (Weak)
South Africa,France,0.0007,1673.0,2160.0,-487.0,1,0,BSh,Cfb,Arid,Temperate,1,South Africa,France,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
